id,expected_decision,language,decision_score,code_details,user_input,tags,difficulty,expected_facts,forbidden_facts,expected_code,possible_code_objects,expected_plot_path,model_plot_path,model_plot_error,heuristic_score,result_match
code_011_kmeans_en,code_generation,en,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.cluster'], 'model': ['pandas', 'plotly.express', 'sklearn.cluster'], 'matched': ['sklearn.cluster']}, 'calls': {'score': 0.296, 'expected': ['KMeans', 'drop', 'fit_predict'], 'model': ['KMeans', 'fit_predict'], 'matched': ['KMeans', 'fit_predict']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Make three clusters using KMeans.,"['code', 'clustering']",medium,,,"from sklearn.cluster import KMeans

kmeans = KMeans(n_clusters=3, random_state=42)
clusters = kmeans.fit_predict(df.drop(columns=[""species""]))",,,,no Plotly figure was created,0.852,
code_012_cluster_plot_en,code_generation,en,True,"{'heuristic_score': 0.822, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express', 'sklearn.cluster'], 'model': ['pandas', 'plotly.express', 'sklearn.cluster'], 'matched': ['plotly.express', 'sklearn.cluster']}, 'calls': {'score': 0.267, 'expected': ['KMeans', 'astype', 'drop', 'fit_predict', 'scatter'], 'model': ['KMeans', 'fit_predict', 'scatter', 'show'], 'matched': ['KMeans', 'fit_predict', 'scatter']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'color=1<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '1',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '1',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('ZmZmZmZmFECamZmZmZkTQM3MzMzMzB' ... 'ZmZhJAMzMzMzMzFUAAAAAAAAAUQA=='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('AAAAAAAADEAAAAAAAAAIQJqZmZmZmQ' ... 'mZmQlAmpmZmZmZDUBmZmZmZmYKQA=='),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'color=0<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '0',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '0',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAAAAAAAHECamZmZmZkbQM3MzMzMzB' ... 'zMzMzMGkAAAAAAAAAaQM3MzMzMzBhA'),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZCUDNzMzMzMwIQAAAAAAAAA' ... 'AAAAAACEAAAAAAAAAIQDMzMzMzMwtA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'color=2<br>sepal_length=%{x}<br>sepal_width=%{y}<extra></extra>',
              'legendgroup': '2',
              'marker': {'color': '#00cc96', 'symbol': 'circle'},
              'mode': 'markers',
              'name': '2',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('mpmZmZmZGUAAAAAAAAAWQAAAAAAAAB' ... 'MzMzMXQDMzMzMzMxlAmpmZmZmZF0A='),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZCUBmZmZmZmYCQGZmZmZmZg' ... 'mZmZkFQAAAAAAAAARAAAAAAAAACEA='),
                    'dtype': 'f8'},
              'yaxis': 'y'}],
    'layout': {'legend': {'title': {'text': 'color'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'sepal_length'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'sepal_width'}}}
}), 'model': None}}",Make scatter plot of KMeans clusters using the first two features.,"['code', 'clustering', 'visualization']",medium,,,"import plotly.express as px
from sklearn.cluster import KMeans

X = df.drop(columns=[""species""])
kmeans = KMeans(n_clusters=3, random_state=42)
clusters = kmeans.fit_predict(X)

fig = px.scatter(
    df,
    x=""sepal_length"",
    y=""sepal_width"",
    color=clusters.astype(str)
)
fig",,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_012_cluster_plot_en_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_012_cluster_plot_en_model.png,,0.822,
code_013_train_test_split_en,code_generation,en,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.model_selection'], 'model': ['sklearn.model_selection'], 'matched': ['sklearn.model_selection']}, 'calls': {'score': 0.444, 'expected': ['drop', 'train_test_split'], 'model': ['drop', 'train_test_split'], 'matched': ['drop', 'train_test_split']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Split the dataset into train and test sets.,"['code', 'split']",easy,,,"from sklearn.model_selection import train_test_split

X = df.drop(columns=[""species""])
y = df[""species""]

X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2, random_state=42)",,,,,1.0,
code_014_show_all_plots_en,code_generation,en,True,"{'heuristic_score': 0.566, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.111, 'expected': ['plotly.express', 'plotly.graph_objects'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.121, 'expected': ['ValueError', 'box', 'corr', 'histogram', 'imshow', 'next', 'scatter', 'scatter_matrix', 'select_dtypes', 'show', 'tolist'], 'model': ['box', 'scatter', 'show'], 'matched': ['box', 'scatter', 'show']}, 'objects': {'score': 0.444, 'possible': ['df', 'pd', 'np', 'px'], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Show all plots.,"['code', 'plots']",hard,,,"import plotly.express as px
import plotly.graph_objects as go

# df already exists and represents the iris dataset

# Select numeric columns
num_cols = df.select_dtypes(include=[""number""]).columns.tolist()

# Try to infer target column
candidate_targets = [""species"", ""target"", ""label"", ""class""]
target_col = next((c for c in candidate_targets if c in df.columns), None)

if not num_cols:
    raise ValueError(""No numeric columns found in df to build plots."")

# 1) Histograms for all numeric features
fig_hist = px.histogram(
    df,
    x=num_cols,
    color=target_col if target_col else None,
    barmode=""overlay"",
    title=""Distributions (Histograms)""
)
fig_hist.show()

# 2) Box plots by class (if target exists)
if target_col:
    for col in num_cols:
        fig_box = px.box(
            df,
            x=target_col,
            y=col,
            title=f""Boxplot: {col} by {target_col}""
        )
        fig_box.show()

# 3) Scatter plots for common Iris feature pairs
scatter_pairs = [
    (""sepal_length"", ""sepal_width""),
    (""petal_length"", ""petal_width"")
]

for x, y in scatter_pairs:
    if x in df.columns and y in df.columns:
        fig_scatter = px.scatter(
            df,
            x=x,
            y=y,
            color=target_col if target_col else None,
            title=f""Scatter: {x} vs {y}""
        )
        fig_scatter.show()

# 4) Scatter matrix (pairwise relationships)
fig_matrix = px.scatter_matrix(
    df,
    dimensions=num_cols,
    color=target_col if target_col else None,
    title=""Scatter Matrix""
)
fig_matrix.show()

# 5) Correlation heatmap
corr = df[num_cols].corr(numeric_only=True)

fig_heatmap = px.imshow(
    corr,
    text_auto=True,
    title=""Correlation Heatmap""
)
fig_heatmap.show()
","['df', 'pd', 'np', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_014_show_all_plots_en_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_014_show_all_plots_en_model.png,,0.566,
code_015_histogram_en,code_generation,en,True,"{'heuristic_score': 0.733, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.178, 'expected': ['ValueError', 'histogram', 'select_dtypes', 'show', 'tolist'], 'model': ['histogram', 'show'], 'matched': ['histogram', 'show']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': None}, 'results': {'expected': None, 'model': Figure({
    'data': [{'bingroup': 'x',
              'hovertemplate': 'sepal_length=%{x}<br>count=%{y}<extra></extra>',
              'legendgroup': '',
              'marker': {'color': '#636efa', 'pattern': {'shape': ''}},
              'name': '',
              'nbinsx': 20,
              'orientation': 'v',
              'showlegend': False,
              'type': 'histogram',
              'x': {'bdata': ('ZmZmZmZmFECamZmZmZkTQM3MzMzMzB' ... 'AAAAAAGkDNzMzMzMwYQJqZmZmZmRdA'),
                    'dtype': 'f8'},
              'xaxis': 'x',
              'yaxis': 'y'}],
    'layout': {'barmode': 'relative',
               'legend': {'tracegroupgap': 0},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'sepal_length'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'count'}}}
})}}",Show a histogram.,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

# df already exists and represents the iris dataset

num_cols = df.select_dtypes(include=[""number""]).columns.tolist()

if not num_cols:
    raise ValueError(""В df не найдено числовых колонок для построения histogram."")

# Строим histogram по всем числовым признакам
fig = px.histogram(
    df,
    x=num_cols,
    barmode=""overlay"",
    title=""Histogram""
)

fig.show()
","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_015_histogram_en_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_015_histogram_en_model.png,,0.733,
code_016_index_to_value_en,code_generation,en,True,"{'heuristic_score': 0.333, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.0, 'expected': ['plotly.express'], 'model': [], 'matched': []}, 'calls': {'score': 0.0, 'expected': ['rename', 'reset_index', 'scatter'], 'model': ['plot', 'to_series'], 'matched': []}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'variable=sepal_length<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'sepal_length',
              'marker': {'color': '#636efa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'sepal_length',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('ZmZmZmZmFECamZmZmZkTQM3MzMzMzB' ... 'AAAAAAGkDNzMzMzMwYQJqZmZmZmRdA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=sepal_width<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'sepal_width',
              'marker': {'color': '#EF553B', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'sepal_width',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('AAAAAAAADEAAAAAAAAAIQJqZmZmZmQ' ... 'AAAAAACEAzMzMzMzMLQAAAAAAAAAhA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=petal_length<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'petal_length',
              'marker': {'color': '#00cc96', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'petal_length',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('ZmZmZmZm9j9mZmZmZmb2P83MzMzMzP' ... 'zMzMzMFECamZmZmZkVQGZmZmZmZhRA'),
                    'dtype': 'f8'},
              'yaxis': 'y'},
             {'hovertemplate': 'variable=petal_width<br>index=%{x}<br>value=%{y}<extra></extra>',
              'legendgroup': 'petal_width',
              'marker': {'color': '#ab63fa', 'symbol': 'circle'},
              'mode': 'markers',
              'name': 'petal_width',
              'orientation': 'v',
              'showlegend': True,
              'type': 'scatter',
              'x': {'bdata': ('AAABAAIAAwAEAAUABgAHAAgACQAKAA' ... 'CLAIwAjQCOAI8AkACRAJIAkwCUAJUA'),
                    'dtype': 'i2'},
              'xaxis': 'x',
              'y': {'bdata': ('mpmZmZmZyT+amZmZmZnJP5qZmZmZmc' ... 'AAAAAAAEBmZmZmZmYCQM3MzMzMzPw/'),
                    'dtype': 'f8'},
              'yaxis': 'y'}],
    'layout': {'legend': {'title': {'text': 'variable'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'domain': [0.0, 1.0], 'title': {'text': 'index'}},
               'yaxis': {'anchor': 'x', 'domain': [0.0, 1.0], 'title': {'text': 'value'}}}
}), 'model': <Axes: >}}",Display the Index to Values plot,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

df_reset = df.reset_index().rename(columns={""index"": ""index""})
fig = px.scatter(
    df_reset,
    x=""index"",
    y=[""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""],
)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_016_index_to_value_en_expected.png,,,0.333,
code_017_corr_matrix_en,code_generation,en,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['numpy', 'plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.444, 'expected': ['corr', 'imshow'], 'model': ['corr', 'imshow', 'select_dtypes', 'show'], 'matched': ['corr', 'imshow']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': Figure({
    'data': [{'coloraxis': 'coloraxis',
              'hovertemplate': 'x: %{x}<br>y: %{y}<br>color: %{z}<extra></extra>',
              'name': '0',
              'texttemplate': '%{z}',
              'type': 'heatmap',
              'x': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width'],
                         dtype=object),
              'xaxis': 'x',
              'y': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width'],
                         dtype=object),
              'yaxis': 'y',
              'z': {'bdata': ('AAAAAAAA8D9HWdmpDRm+v9Mdsyxo5e' ... '12m27Xv7hdSirLz+4/AAAAAAAA8D8='),
                    'dtype': 'f8',
                    'shape': '4, 4'}}],
    'layout': {'coloraxis': {'colorscale': [[0.0, '#0d0887'], [0.1111111111111111,
                                            '#46039f'], [0.2222222222222222,
                                            '#7201a8'], [0.3333333333333333,
                                            '#9c179e'], [0.4444444444444444,
                                            '#bd3786'], [0.5555555555555556,
                                            '#d8576b'], [0.6666666666666666,
                                            '#ed7953'], [0.7777777777777778,
                                            '#fb9f3a'], [0.8888888888888888,
                                            '#fdca26'], [1.0, '#f0f921']]},
               'margin': {'t': 60},
               'template': '...',
               'xaxis': {'anchor': 'y', 'constrain': 'domain', 'domain': [0.0, 1.0], 'scaleanchor': 'y'},
               'yaxis': {'anchor': 'x', 'autorange': 'reversed', 'constrain': 'domain', 'domain': [0.0, 1.0]}}
}), 'model': None}}",Display the correlation matrix plot,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

corr = df[[""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""]].corr()
fig = px.imshow(corr, text_auto=True)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_017_corr_matrix_en_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_017_corr_matrix_en_model.png,,1.0,
code_018_radar_en,code_generation,en,True,"{'heuristic_score': 0.644, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.089, 'expected': ['groupby', 'line_polar', 'mean', 'melt', 'reset_index'], 'model': ['line_polar', 'show'], 'matched': ['line_polar']}, 'objects': {'score': 0.444, 'possible': ['df', 'px'], 'matched': False}}, 'errors': {'expected': None, 'model': ""execution_error: All arguments should have the same length. The length of column argument `df[color]` is 150, whereas the length of previously-processed arguments ['r', 'theta'] is 4""}, 'results': {'expected': Figure({
    'data': [{'hovertemplate': 'species=setosa<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'setosa',
              'line': {'color': '#636efa', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'setosa',
              'r': {'bdata': 'oBov3SQGFEAGgZVDi2wLQDEIrBxaZPc/sXJoke18zz+gGi/dJAYUQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'},
             {'hovertemplate': 'species=versicolor<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'versicolor',
              'line': {'color': '#EF553B', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'versicolor',
              'r': {'bdata': 'WDm0yHa+F0ApXI/C9SgGQArXo3A9ChFAne+nxks39T9YObTIdr4XQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'},
             {'hovertemplate': 'species=virginica<br>value=%{r}<br>variable=%{theta}<extra></extra>',
              'legendgroup': 'virginica',
              'line': {'color': '#00cc96', 'dash': 'solid'},
              'marker': {'symbol': 'circle'},
              'mode': 'lines',
              'name': 'virginica',
              'r': {'bdata': 'JjEIrBxaGkCXbhKDwMoHQGmR7Xw/NRZAaJHtfD81AEAmMQisHFoaQA==', 'dtype': 'f8'},
              'showlegend': True,
              'subplot': 'polar',
              'theta': array(['sepal_length', 'sepal_width', 'petal_length', 'petal_width',
                              'sepal_length'], dtype=object),
              'type': 'scatterpolar'}],
    'layout': {'legend': {'title': {'text': 'species'}, 'tracegroupgap': 0},
               'margin': {'t': 60},
               'polar': {'angularaxis': {'direction': 'clockwise', 'rotation': 90},
                         'domain': {'x': [0.0, 1.0], 'y': [0.0, 1.0]}},
               'template': '...'}
}), 'model': None}}",Display the Radar chart,"['code', 'plots', 'plotly']",hard,,,"import plotly.express as px

cols = [""sepal_length"", ""sepal_width"", ""petal_length"", ""petal_width""]
df_mean = df.groupby(""species"", observed=True)[cols].mean().reset_index()
df_long = df_mean.melt(id_vars=""species"", var_name=""variable"", value_name=""value"")
fig = px.line_polar(df_long, r=""value"", theta=""variable"", color=""species"", line_close=True)
fig","['df', 'px']",core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_018_radar_en_expected.png,,"All arguments should have the same length. The length of column argument `df[color]` is 150, whereas the length of previously-processed arguments ['r', 'theta'] is 4",0.644,
code_001_describe,code_generation,ru,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': [], 'model': [], 'matched': []}, 'calls': {'score': 0.444, 'expected': ['describe'], 'model': ['describe'], 'matched': ['describe']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected':        sepal_length  sepal_width  petal_length  petal_width
count    150.000000   150.000000    150.000000   150.000000
mean       5.843333     3.057333      3.758000     1.199333
std        0.828066     0.435866      1.765298     0.762238
min        4.300000     2.000000      1.000000     0.100000
25%        5.100000     2.800000      1.600000     0.300000
50%        5.800000     3.000000      4.350000     1.300000
75%        6.400000     3.300000      5.100000     1.800000
max        7.900000     4.400000      6.900000     2.500000, 'model':         sepal_length  sepal_width  petal_length  petal_width species
count     150.000000   150.000000    150.000000   150.000000     150
unique           NaN          NaN           NaN          NaN       3
top              NaN          NaN           NaN          NaN  setosa
freq             NaN          NaN           NaN          NaN      50
mean        5.843333     3.057333      3.758000     1.199333     NaN
std         0.828066     0.435866      1.765298     0.762238     NaN
min         4.300000     2.000000      1.000000     0.100000     NaN
25%         5.100000     2.800000      1.600000     0.300000     NaN
50%         5.800000     3.000000      4.350000     1.300000     NaN
75%         6.400000     3.300000      5.100000     1.800000     NaN
max         7.900000     4.400000      6.900000     2.500000     NaN}}","Напиши код, который выводит статистику по датасету.","['code', 'describe']",easy,,,df.describe(),,,,,1.0,
code_002_pairplot,code_generation,ru,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.444, 'expected': ['scatter_matrix', 'show'], 'model': ['scatter_matrix', 'show'], 'matched': ['scatter_matrix', 'show']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Построй pairplot всех признаков.,"['code', 'plot']",medium,,,"import plotly.express as px
fig = px.scatter_matrix(df, dimensions=df.columns, color=""species"")
fig.show()",,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_002_pairplot_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_002_pairplot_model.png,,1.0,
code_003_train_model,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.linear_model'], 'model': ['sklearn.linear_model', 'sklearn.metrics', 'sklearn.model_selection', 'sklearn.preprocessing'], 'matched': ['sklearn.linear_model']}, 'calls': {'score': 0.296, 'expected': ['LogisticRegression', 'drop', 'fit'], 'model': ['LogisticRegression', 'StandardScaler', 'accuracy_score', 'fit', 'fit_transform', 'predict', 'train_test_split', 'transform'], 'matched': ['LogisticRegression', 'fit']}, 'objects': {'score': 0.0, 'possible': ['RandomForestClassifier', 'DecisionTreeClassifier', 'SVC', 'KNeighborsClassifier', 'GaussianNB'], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': LogisticRegression(max_iter=200), 'model': 1.0}}","Напиши код, который обучает простой классификатор на этих данных.","['code', 'model']",medium,,,"from sklearn.linear_model import LogisticRegression

X = df.drop(columns=[""species""])
y = df[""species""]

model = LogisticRegression(max_iter=200)
model.fit(X, y)","['RandomForestClassifier', 'DecisionTreeClassifier', 'SVC', 'KNeighborsClassifier', 'GaussianNB']",,,,0.852,
code_004_missing_check,code_generation,ru,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': [], 'model': [], 'matched': []}, 'calls': {'score': 0.444, 'expected': ['isnull', 'sum'], 'model': ['isnull', 'sum'], 'matched': ['isnull', 'sum']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': sepal_length    0
sepal_width     0
petal_length    0
petal_width     0
species         0
dtype: int64, 'model': sepal_length    0
sepal_width     0
petal_length    0
petal_width     0
species         0
dtype: int64}}","Проверь, есть ли в датасете пропущенные значения.","['code', 'null', 'count']",easy,,,df.isnull().sum(),,,,,1.0,
code_005_fill_missing,code_generation,ru,True,"{'heuristic_score': 1.0, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': [], 'model': [], 'matched': []}, 'calls': {'score': 0.444, 'expected': ['fillna', 'mean'], 'model': ['fillna', 'mean'], 'matched': ['fillna', 'mean']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Заполни пропущенные значения средним значением по столбцам.,"['code', 'null', 'processing']",easy,,,"df.fillna(df.mean(numeric_only=True), inplace=True)",,,,,1.0,
code_006_boxplot,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['plotly.express'], 'model': ['plotly.express'], 'matched': ['plotly.express']}, 'calls': {'score': 0.296, 'expected': ['box', 'select_dtypes', 'show'], 'model': ['box', 'show'], 'matched': ['box', 'show']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': 'execution_timeout: sandbox_timeout', 'model': 'execution_timeout: sandbox_timeout'}, 'results': {'expected': None, 'model': None}}",Построй boxplot для всех числовых признаков.,"['code', 'plot', 'boxplot']",medium,,,"import plotly.express as px

fig = px.box(df, y=df.select_dtypes(include=""number"").columns)
fig.show()",,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_006_boxplot_expected.png,core/evaluation/report_3_decision_enhancing_qwen3-instruct-30b/plots/code_006_boxplot_model.png,,0.852,
code_007_standardize,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.preprocessing'], 'model': ['sklearn.preprocessing'], 'matched': ['sklearn.preprocessing']}, 'calls': {'score': 0.296, 'expected': ['StandardScaler', 'drop', 'fit_transform'], 'model': ['StandardScaler', 'fit_transform'], 'matched': ['StandardScaler', 'fit_transform']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Стандартизируй все признаки датасета.,"['code', 'scaling', 'standard']",medium,,,"from sklearn.preprocessing import StandardScaler

scaler = StandardScaler()
X_scaled = scaler.fit_transform(df.drop(columns=[""species""]))",,,,,0.852,
code_008_normalize,code_generation,ru,True,"{'heuristic_score': 0.852, 'heuristic_breakdown': {'syntax': {'score': 0.333, 'ok': True}, 'imports': {'score': 0.222, 'expected': ['sklearn.preprocessing'], 'model': ['sklearn.preprocessing'], 'matched': ['sklearn.preprocessing']}, 'calls': {'score': 0.296, 'expected': ['MinMaxScaler', 'drop', 'fit_transform'], 'model': ['MinMaxScaler', 'fit_transform'], 'matched': ['MinMaxScaler', 'fit_transform']}, 'objects': {'score': 0.0, 'possible': [], 'matched': False}}, 'errors': {'expected': None, 'model': None}, 'results': {'expected': None, 'model': None}}",Нормализуй признаки в диапазон от 0 до 1.,"['code', 'scaling']",medium,,,"from sklearn.preprocessing import MinMaxScaler

scaler = MinMaxScaler()
X_normalized = scaler.fit_transform(df.drop(columns=[""species""]))",,,,,0.852,
